Item;ACUSACION;ANIO_DENUNCIA;ANIO_HECHO;ATIPICIDAD_INEXISTENCIA;CAPTURA;CONDENA;CONEXO;DELITO;DEPARTAMENTO;ESTADO_NOTICIA;ETAPA;GRUPO_EDAD_VICTIMA;HECHO;HOMICIDIO_DOLOSO_CONSUMADO;IMPUTACION;LEY;MUNICIPIO;PAIS_NACIMIENTO;RUPTURA;SECCIONAL;SEXO_VICTIMA;TOTAL_VICTIMAS;Region;Nº_Habitantes
1413;NO;2022;2022;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Guaviare;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;SAN JOSÉ DEL GUAVIARE;Colombia;NO;DIRECCIÓN SECCIONAL DE GUAVIARE;FEMENINO;2;Región Llano;73081
1741;NO;2022;2022;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022;Guaviare;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;SAN JOSÉ DEL GUAVIARE;Venezuela;NO;DIRECCIÓN SECCIONAL DE GUAVIARE;FEMENINO;1;Región Llano;73081
1996;SI;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Guaviare;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;SAN JOSÉ DEL GUAVIARE;Colombia;NO;DIRECCIÓN SECCIONAL DE GUAVIARE;FEMENINO;1;Región Llano;73081
1540;NO;2022;2022;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F;Huila;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;ACEVEDO;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
3015;SI;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;SI;NO;SI;Ley 906;ACEVEDO;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
3016;SI;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;SI;SI;SI;Ley 906;ACEVEDO;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
3426;SI;2021;2021;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;ACEVEDO;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
1142;NO;2021;2021;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Huila;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;AGRADO;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
608;NO;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;CAMPOALEGRE;N/A;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
705;NO;2019;2019;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 1098;CAMPOALEGRE;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
706;NO;2019;2019;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 1098;CAMPOALEGRE;N/A;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
1414;NO;2022;2022;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;CAMPOALEGRE;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
3132;SI;2020;2020;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;CAMPOALEGRE;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
2100;SI;2016;2016;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;PRIMERA INFANCIA 0 - 5;SI;SI;SI;Ley 906;GARZÓN;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
2102;SI;2016;2016;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;SI;SI;Ley 906;GARZÓN;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
2192;SI;2017;2017;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;GARZÓN;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
2193;SI;2017;2017;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;GARZÓN;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;MASCULINO;1;Región Centro Sur;1009548
3034;SI;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Huila;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;GARZÓN;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
3054;SI;2020;2020;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;SI;SI;Ley 906;GARZÓN;N/A;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
3529;SI;2021;2021;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;GARZÓN;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
216;NO;2017;2017;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;GUADALUPE;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Eje Cafetero - Antioquia;1009548
1878;NO;2023;2023;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022;Huila;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;GUADALUPE;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Eje Cafetero - Antioquia;1009548
2245;SI;2017;2017;NO;SI;SI;NO;CIRCUNSTANCIA DE AGRAVACION PUNIBLE DEL FEMINICIDIO ART 104B CP LEY 1761 DE 2015;Huila;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;GUADALUPE;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Eje Cafetero - Antioquia;1009548
2319;SI;2017;2017;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;GUADALUPE;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Eje Cafetero - Antioquia;1009548
2225;SI;2017;2017;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;HOBO;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
1193;NO;2021;2021;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;ISNOS;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
2159;SI;2017;2017;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;JUICIO;SIN DATO;SI;SI;SI;Ley 906;ISNOS;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
3425;SI;2021;2021;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;SI;NO;SI;Ley 906;ISNOS;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
279;NO;2017;2017;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;ADOLESCENTE 14 - 17;SI;SI;SI;Ley 906;LA PLATA;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
607;NO;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;NEIVA;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
609;NO;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;NEIVA;N/A;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
610;NO;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;NEIVA;N/A;NO;DIRECCIÓN SECCIONAL DE HUILA;MASCULINO;1;Región Centro Sur;1009548
1252;NO;2021;2021;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;NEIVA;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
1416;NO;2022;2022;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;Ley 906;NEIVA;N/A;NO;DIRECCIÓN SECCIONAL DE HUILA;N/A;1;Región Centro Sur;1009548
1417;NO;2022;2022;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;INVESTIGACIÓN;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;NEIVA;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
1670;NO;2022;2022;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;INVESTIGACIÓN;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;NEIVA;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
1808;NO;2022;2022;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;NEIVA;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
2101;SI;2016;2016;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;NO;SI;Ley 906;NEIVA;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
2194;SI;2017;2017;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;NEIVA;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
2320;SI;2017;2017;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;NEIVA;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
2322;SI;2017;2017;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;PRIMERA INFANCIA 0 - 5;SI;SI;SI;Ley 906;NEIVA;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
2610;SI;2018;2018;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;NEIVA;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
2611;SI;2018;2018;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;NEIVA;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;2;Región Centro Sur;1009548
2612;SI;2018;2018;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;SI;SI;Ley 906;NEIVA;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
2697;SI;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;NEIVA;N/A;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
2937;SI;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;NEIVA;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
3053;SI;2020;2020;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;NEIVA;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
3197;SI;2020;2020;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E;Huila;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;NEIVA;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
3245;SI;2020;2020;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;NEIVA;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
3246;SI;2020;2020;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;NEIVA;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
3338;SI;2021;2021;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;NEIVA;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
3528;SI;2021;2021;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;NEIVA;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
3586;SI;2021;2021;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;Huila;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;NEIVA;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
3427;SI;2021;2021;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;PAICOL;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
836;NO;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;PALESTINA;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Eje Cafetero - Antioquia;1009548
1415;NO;2022;2022;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;PALESTINA;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Eje Cafetero - Antioquia;1009548
1671;NO;2022;2022;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;PITALITO;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
1899;NO;2023;2023;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;INVESTIGACIÓN;ADULTO MAYOR DE 60;SI;NO;SI;Ley 906;PITALITO;N/A;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
1900;NO;2023;2023;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;INVESTIGACIÓN;INFANCIA 6 - 11;SI;SI;SI;Ley 906;PITALITO;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
1918;NO;2023;2023;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;Huila;ACTIVO;INVESTIGACIÓN;ADULTO MAYOR DE 60;SI;NO;SI;Ley 906;PITALITO;N/A;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
1919;NO;2023;2023;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;Huila;ACTIVO;INVESTIGACIÓN;INFANCIA 6 - 11;SI;SI;SI;Ley 906;PITALITO;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
2226;SI;2017;2017;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;PITALITO;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
2227;SI;2017;2017;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;PITALITO;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;2;Región Centro Sur;1009548
2323;SI;2017;2017;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;SI;SI;Ley 906;PITALITO;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
2324;SI;2017;2017;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;SI;SI;Ley 906;PITALITO;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;MASCULINO;1;Región Centro Sur;1009548
3017;SI;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;PITALITO;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
495;NO;2018;2018;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;RIVERA;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
1809;NO;2022;2022;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;RIVERA;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
2099;SI;2016;2016;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;RIVERA;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
1975;SI;2015;2015;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;SAN AGUSTÍN;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
2608;SI;2018;2018;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;SAN AGUSTÍN;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
2609;SI;2018;2018;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;INFANCIA 6 - 11;SI;NO;SI;Ley 906;SAN AGUSTÍN;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;MASCULINO;1;Región Centro Sur;1009548
3244;SI;2020;2020;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;SAN AGUSTÍN;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
2321;SI;2017;2017;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;SANTA MARÍA;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Oriente;1009548
305;NO;2017;2017;SI;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;NO;SI;NO;Ley 906;SUAZA;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
1879;NO;2023;2023;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022;Huila;ACTIVO;INVESTIGACIÓN;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;SUAZA;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
3131;SI;2020;2020;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;SUAZA;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
2396;SI;2018;2018;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;TARQUI;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
1049;NO;2021;2021;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;TELLO;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
2103;SI;2016;2016;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;SI;SI;Ley 906;TELLO;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
2936;SI;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;TELLO;N/A;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
2730;SI;2019;2019;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;TERUEL;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
3303;SI;2020;2020;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E;Huila;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;VILLAVIEJA;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1;Región Centro Sur;1009548
