Item;ACUSACION;ANIO_DENUNCIA;ANIO_HECHO;ATIPICIDAD_INEXISTENCIA;CAPTURA;CONDENA;CONEXO;DELITO;DEPARTAMENTO;ESTADO_NOTICIA;ETAPA;GRUPO_EDAD_VICTIMA;HECHO;HOMICIDIO_DOLOSO_CONSUMADO;IMPUTACION;LEY;MUNICIPIO;PAIS_NACIMIENTO;RUPTURA;SECCIONAL;SEXO_VICTIMA;TOTAL_VICTIMAS;Region;Nß_Habitantes
1202;NO;2021;2021;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Nari§o;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;TÈQUERRES;Colombia;NO;DIRECCI‡N SECCIONAL DE NARI•O;FEMENINO;1;Regi¢n Pac°fico;
1436;NO;2022;2022;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Nari§o;ACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;TÈQUERRES;Colombia;NO;DIRECCI‡N SECCIONAL DE NARI•O;MASCULINO;1;Regi¢n Pac°fico;
1438;NO;2022;2022;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Nari§o;ACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;TÈQUERRES;Colombia;NO;DIRECCI‡N SECCIONAL DE NARI•O;FEMENINO;1;Regi¢n Pac°fico;
2114;SI;2016;2016;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Nari§o;INACTIVO;EJECUCI‡N DE PENAS;SIN DATO;SI;NO;SI;Ley 906;TÈQUERRES;Colombia;NO;DIRECCI‡N SECCIONAL DE NARI•O;FEMENINO;1;Regi¢n Pac°fico;
3439;SI;2021;2021;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Nari§o;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;YACUANQUER;Colombia;NO;DIRECCI‡N SECCIONAL DE NARI•O;FEMENINO;1;Regi¢n Pac°fico;
145;NO;2016;2016;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;EJECUCI‡N DE PENAS;ADOLESCENTE 14 - 17;SI;SI;SI;Ley 906;CÈCUTA;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
146;NO;2016;2016;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;EJECUCI‡N DE PENAS;ADOLESCENTE 14 - 17;SI;SI;SI;Ley 906;CÈCUTA;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;MASCULINO;1;Regi¢n Centro Oriente;
147;NO;2016;2016;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;EJECUCI‡N DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;CÈCUTA;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
148;NO;2016;2016;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;EJECUCI‡N DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;CÈCUTA;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;MASCULINO;1;Regi¢n Centro Oriente;
149;NO;2016;2016;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;EJECUCI‡N DE PENAS;SIN DATO;SI;SI;SI;Ley 906;CÈCUTA;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
150;NO;2016;2016;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;EJECUCI‡N DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;CÈCUTA;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
629;NO;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;CÈCUTA;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
632;NO;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;INDAGACI‡N;SIN DATO;SI;NO;NO;Ley 906;CÈCUTA;Venezuela;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
847;NO;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;INDAGACI‡N;SIN DATO;SI;NO;NO;Ley 906;CÈCUTA;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
924;NO;2020;2020;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F;Norte de Santander;ACTIVO;INVESTIGACI‡N;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;CÈCUTA;Venezuela;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
1204;NO;2021;2021;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;CÈCUTA;Venezuela;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
1270;NO;2021;2021;SI;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;INDAGACI‡N;SIN DATO;NO;NO;NO;Ley 906;CÈCUTA;N/A;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
1448;NO;2022;2022;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;INDAGACI‡N;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;CÈCUTA;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
1689;NO;2022;2022;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;CÈCUTA;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
1690;NO;2022;2022;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;CÈCUTA;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
1691;NO;2022;2022;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;TERMINACI‡N ANTICIPADA;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;CÈCUTA;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
1860;NO;2023;2023;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;CÈCUTA;Venezuela;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
1980;SI;2015;2015;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;EJECUCI‡N DE PENAS;SIN DATO;SI;SI;SI;Ley 906;CÈCUTA;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
1981;SI;2015;2015;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;CÈCUTA;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;MASCULINO;1;Regi¢n Centro Oriente;
1997;SI;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;CÈCUTA;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
2019;SI;2016;2016;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;CÈCUTA;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
2049;SI;2016;2016;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;CÈCUTA;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
2116;SI;2016;2016;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;CÈCUTA;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
2198;SI;2017;2017;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;EJECUCI‡N DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;CÈCUTA;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
2486;SI;2018;2018;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;CÈCUTA;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
2626;SI;2018;2018;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;CÈCUTA;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
2627;SI;2018;2018;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;CÈCUTA;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
2949;SI;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;CÈCUTA;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
2950;SI;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;CÈCUTA;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;MASCULINO;1;Regi¢n Centro Oriente;
3442;SI;2021;2021;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;CÈCUTA;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
417;NO;2018;2018;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;EL TARRA;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;MASCULINO;1;Regi¢n Centro Oriente;
418;NO;2018;2018;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;EL TARRA;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
699;NO;2019;2019;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;EL TARRA;N/A;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
2160;SI;2017;2017;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;EL ZULIA;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
630;NO;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;LA ESPERANZA;Colombia;NO;DIRECCI‡N SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;Regi¢n Centro Oriente;
1688;NO;2022;2022;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;LA ESPERANZA;Colombia;NO;DIRECCI‡N SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;Regi¢n Centro Oriente;
2628;SI;2018;2018;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;EJECUCI‡N DE PENAS;ADULTO MAYOR DE 60;SI;NO;SI;Ley 906;LA ESPERANZA;Colombia;NO;DIRECCI‡N SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;Regi¢n Centro Oriente;
2947;SI;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;TERMINACI‡N ANTICIPADA;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;LA ESPERANZA;Colombia;NO;DIRECCI‡N SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;Regi¢n Centro Oriente;
2948;SI;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;TERMINACI‡N ANTICIPADA;SIN DATO;SI;NO;SI;Ley 906;LA ESPERANZA;N/A;NO;DIRECCI‡N SECCIONAL DE MAGDALENA MEDIO;MASCULINO;1;Regi¢n Centro Oriente;
280;NO;2017;2017;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;LOS PATIOS;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
496;NO;2018;2018;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;EJECUCI‡N DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;LOS PATIOS;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
1078;NO;2021;2021;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;LOS PATIOS;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
2050;SI;2016;2016;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;LOS PATIOS;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
2117;SI;2016;2016;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;EJECUCI‡N DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;LOS PATIOS;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
3443;SI;2021;2021;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;LOS PATIOS;Venezuela;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
1229;NO;2021;2021;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Norte de Santander;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;OCANA;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
1449;NO;2022;2022;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;INDAGACI‡N;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;OCANA;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
1450;NO;2022;2022;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;INDAGACI‡N;SIN DATO;SI;NO;NO;Ley 906;OCANA;N/A;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;MASCULINO;1;Regi¢n Centro Oriente;
3250;SI;2020;2020;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;OCANA;Venezuela;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
1083;NO;2021;2021;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;PAMPLONA;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
2819;SI;2019;2019;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;JUICIO;SIN DATO;SI;SI;SI;Ley 906;SALAZAR;N/A;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
50;NO;2015;2015;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;SANTIAGO;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Sur;
51;NO;2015;2015;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;SANTIAGO;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;MASCULINO;1;Regi¢n Centro Sur;
1861;NO;2023;2023;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;INDAGACI‡N;SIN DATO;SI;SI;NO;Ley 906;SARDINATA;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
2734;SI;2019;2019;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;EJECUCI‡N DE PENAS;ADOLESCENTE 14 - 17;SI;SI;SI;Ley 906;SARDINATA;N/A;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
631;NO;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;INVESTIGACI‡N;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;SILOS;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
230;NO;2017;2017;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;INDAGACI‡N;SIN DATO;SI;NO;NO;Ley 906;TIBÈ;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
416;NO;2018;2018;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;TIBÈ;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
1079;NO;2021;2021;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;TIBÈ;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;2;Regi¢n Centro Oriente;
1080;NO;2021;2021;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;TIBÈ;Venezuela;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
1081;NO;2021;2021;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;INDAGACI‡N;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;TIBÈ;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;2;Regi¢n Centro Oriente;
1082;NO;2021;2021;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;INDAGACI‡N;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;TIBÈ;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
1084;NO;2021;2021;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;TIBÈ;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;MASCULINO;1;Regi¢n Centro Oriente;
1085;NO;2021;2021;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;TIBÈ;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
2333;SI;2017;2017;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;TIBÈ;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
2334;SI;2017;2017;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;EJECUCI‡N DE PENAS;SIN DATO;SI;SI;SI;Ley 906;TIBÈ;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;MASCULINO;1;Regi¢n Centro Oriente;
846;NO;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;VILLA DEL ROSARIO;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
848;NO;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;INDAGACI‡N;SIN DATO;SI;NO;NO;Ley 906;VILLA DEL ROSARIO;N/A;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
1254;NO;2021;2021;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;VILLA DEL ROSARIO;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
3441;SI;2021;2021;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;VILLA DEL ROSARIO;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
3444;SI;2021;2021;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;VILLA DEL ROSARIO;Colombia;NO;DIRECCI‡N SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;Regi¢n Centro Oriente;
2336;SI;2017;2017;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Putumayo;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;COL‡N;Colombia;NO;DIRECCI‡N SECCIONAL DE PUTUMAYO;FEMENINO;1;Regi¢n Pac°fico;
1086;NO;2021;2021;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Putumayo;ACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;LEGU÷ZAMO;Colombia;NO;DIRECCI‡N SECCIONAL DE PUTUMAYO;FEMENINO;1;Regi¢n Centro Sur;
2118;SI;2016;2016;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Putumayo;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;LEGU÷ZAMO;Colombia;NO;DIRECCI‡N SECCIONAL DE PUTUMAYO;FEMENINO;1;Regi¢n Centro Sur;
512;NO;2018;2018;SI;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Putumayo;INACTIVO;INDAGACI‡N;SIN DATO;NO;NO;NO;Ley 906;MOCOA;Colombia;NO;DIRECCI‡N SECCIONAL DE PUTUMAYO;FEMENINO;2;Regi¢n Centro Sur;
