Item;ACUSACION;ANIO_DENUNCIA;ANIO_HECHO;ATIPICIDAD_INEXISTENCIA;CAPTURA;CONDENA;CONEXO;DELITO;DEPARTAMENTO;ESTADO_NOTICIA;ETAPA;GRUPO_EDAD_VICTIMA;HECHO;HOMICIDIO_DOLOSO_CONSUMADO;IMPUTACION;LEY;MUNICIPIO;PAIS_NACIMIENTO;RUPTURA;SECCIONAL;SEXO_VICTIMA;TOTAL_VICTIMAS;Region;Nß_Habitantes
2770;SI;2019;2019;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Atl†ntico;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;SABANALARGA;Colombia;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;FEMENINO;1;Regi¢n Eje Cafetero - Antioquia;2342265
3090;SI;2020;2020;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Atl†ntico;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;SANTO TOMµS;Colombia;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;FEMENINO;1;Regi¢n Caribe;2342265
3378;SI;2021;2021;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Atl†ntico;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;SANTO TOMµS;Colombia;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;FEMENINO;1;Regi¢n Caribe;2342265
58;NO;2015;2015;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 A•OS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;Atl†ntico;ACTIVO;INVESTIGACI‡N;ADULTO MAYOR DE 60;SI;SI;SI;Ley 906;SOLEDAD;Colombia;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;FEMENINO;1;Regi¢n Caribe;2342265
75;NO;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Atl†ntico;INACTIVO;INDAGACI‡N;ADOLESCENTE 14 - 17;SI;SI;NO;Ley 906;SOLEDAD;Colombia;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;FEMENINO;1;Regi¢n Caribe;2342265
326;NO;2018;2018;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Atl†ntico;ACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;SOLEDAD;Colombia;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;FEMENINO;1;Regi¢n Caribe;2342265
486;NO;2018;2018;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Atl†ntico;INACTIVO;EJECUCI‡N DE PENAS;SIN DATO;SI;NO;SI;Ley 906;SOLEDAD;Colombia;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;FEMENINO;1;Regi¢n Caribe;2342265
503;NO;2018;2018;SI;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Atl†ntico;INACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;NO;SI;NO;Ley 906;SOLEDAD;Colombia;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;FEMENINO;1;Regi¢n Caribe;2342265
719;NO;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Atl†ntico;ACTIVO;TERMINACI‡N ANTICIPADA;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;SOLEDAD;N/A;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;FEMENINO;1;Regi¢n Caribe;2342265
771;NO;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Atl†ntico;ACTIVO;INDAGACI‡N;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;SOLEDAD;Colombia;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;FEMENINO;1;Regi¢n Caribe;2342265
774;NO;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Atl†ntico;ACTIVO;INDAGACI‡N;SIN DATO;SI;NO;NO;Ley 906;SOLEDAD;Colombia;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;FEMENINO;1;Regi¢n Caribe;2342265
775;NO;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Atl†ntico;INACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;SOLEDAD;N/A;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;FEMENINO;1;Regi¢n Caribe;2342265
776;NO;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Atl†ntico;INACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;SOLEDAD;Colombia;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;FEMENINO;1;Regi¢n Caribe;2342265
777;NO;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Atl†ntico;INACTIVO;JUICIO;SIN DATO;SI;NO;NO;Ley 906;SOLEDAD;N/A;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;MASCULINO;1;Regi¢n Caribe;2342265
1173;NO;2021;2021;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Atl†ntico;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;SOLEDAD;Colombia;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;FEMENINO;1;Regi¢n Caribe;2342265
1174;NO;2021;2021;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Atl†ntico;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;SOLEDAD;N/A;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;N/A;1;Regi¢n Caribe;2342265
1224;NO;2021;2021;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Atl†ntico;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;SI;NO;SI;Ley 906;SOLEDAD;Colombia;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;FEMENINO;1;Regi¢n Caribe;2342265
1320;NO;2022;2022;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Atl†ntico;ACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;SOLEDAD;Colombia;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;FEMENINO;1;Regi¢n Caribe;2342265
1591;NO;2022;2022;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Atl†ntico;ACTIVO;INVESTIGACI‡N;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;SOLEDAD;Venezuela;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;FEMENINO;1;Regi¢n Caribe;2342265
1592;NO;2022;2022;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Atl†ntico;ACTIVO;INVESTIGACI‡N;SIN DATO;SI;NO;SI;Ley 906;SOLEDAD;Colombia;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;FEMENINO;1;Regi¢n Caribe;2342265
1599;NO;2022;2022;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Atl†ntico;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;SOLEDAD;Colombia;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;FEMENINO;1;Regi¢n Caribe;2342265
1602;NO;2022;2022;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Atl†ntico;ACTIVO;TERMINACI‡N ANTICIPADA;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;SOLEDAD;Colombia;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;FEMENINO;1;Regi¢n Caribe;2342265
1889;NO;2023;2023;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Atl†ntico;ACTIVO;INVESTIGACI‡N;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;SOLEDAD;Colombia;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;FEMENINO;1;Regi¢n Caribe;2342265
2153;SI;2017;2017;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Atl†ntico;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;SOLEDAD;Colombia;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;FEMENINO;2;Regi¢n Caribe;2342265
2210;SI;2017;2017;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Atl†ntico;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;SOLEDAD;Colombia;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;FEMENINO;1;Regi¢n Caribe;2342265
2540;SI;2018;2018;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Atl†ntico;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;SOLEDAD;Colombia;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;FEMENINO;1;Regi¢n Caribe;2342265
2541;SI;2018;2018;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Atl†ntico;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;SOLEDAD;Colombia;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;FEMENINO;1;Regi¢n Caribe;2342265
2766;SI;2019;2019;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Atl†ntico;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;SOLEDAD;N/A;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;FEMENINO;1;Regi¢n Caribe;2342265
2767;SI;2019;2019;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Atl†ntico;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;SOLEDAD;Venezuela;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;FEMENINO;1;Regi¢n Caribe;2342265
3086;SI;2020;2020;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Atl†ntico;ACTIVO;INVESTIGACI‡N;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;SOLEDAD;Colombia;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;FEMENINO;1;Regi¢n Caribe;2342265
3194;SI;2020;2020;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E;Atl†ntico;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;SOLEDAD;Colombia;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;FEMENINO;1;Regi¢n Caribe;2342265
3195;SI;2020;2020;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E;Atl†ntico;ACTIVO;JUICIO;ADULTO MAYOR DE 60;SI;NO;SI;Ley 906;SOLEDAD;Colombia;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;MASCULINO;1;Regi¢n Caribe;2342265
3196;SI;2020;2020;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E;Atl†ntico;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;SOLEDAD;Colombia;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;FEMENINO;1;Regi¢n Caribe;2342265
3314;SI;2020;2020;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Atl†ntico;ACTIVO;JUICIO;JUVENTUD 18 - 28;NO;NO;SI;Ley 906;SOLEDAD;Colombia;SI;DIRECCI‡N SECCIONAL DE ATLµNTICO;FEMENINO;1;Regi¢n Caribe;2342265
3377;SI;2021;2021;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Atl†ntico;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;SOLEDAD;Colombia;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;FEMENINO;1;Regi¢n Caribe;2342265
3379;SI;2021;2021;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Atl†ntico;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;SOLEDAD;Colombia;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;FEMENINO;1;Regi¢n Caribe;2342265
3501;SI;2021;2021;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Atl†ntico;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;SOLEDAD;Colombia;NO;DIRECCI‡N SECCIONAL DE ATLµNTICO;FEMENINO;1;Regi¢n Caribe;2342265
1;NO;2011;2011;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;ACTIVO;INDAGACI‡N;ADOLESCENTE 14 - 17;SI;SI;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;FEMENINO;1;Regi¢n Centro Oriente;7181469
2;NO;2011;2011;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;ACTIVO;INDAGACI‡N;SIN DATO;SI;SI;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;N/A;1;Regi¢n Centro Oriente;7181469
3;NO;2012;2012;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;ACTIVO;INDAGACI‡N;SIN DATO;SI;SI;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;FEMENINO;1;Regi¢n Centro Oriente;7181469
6;NO;2013;2013;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;ACTIVO;INDAGACI‡N;SIN DATO;SI;SI;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;N/A;1;Regi¢n Centro Oriente;7181469
9;NO;2014;2014;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;ACTIVO;INDAGACI‡N;ADOLESCENTE 14 - 17;SI;NO;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;FEMENINO;1;Regi¢n Centro Oriente;7181469
10;NO;2014;2014;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;ACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;FEMENINO;2;Regi¢n Centro Oriente;7181469
11;NO;2014;2014;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;ACTIVO;INDAGACI‡N;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;FEMENINO;1;Regi¢n Centro Oriente;7181469
12;NO;2014;2014;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;ACTIVO;INDAGACI‡N;SIN DATO;SI;SI;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;N/A;1;Regi¢n Centro Oriente;7181469
13;NO;2014;2014;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;ACTIVO;INDAGACI‡N;SIN DATO;SI;SI;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;FEMENINO;1;Regi¢n Centro Oriente;7181469
20;NO;2014;2014;SI;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;INACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;NO;NO;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;FEMENINO;1;Regi¢n Centro Oriente;7181469
21;NO;2015;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;ACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;FEMENINO;1;Regi¢n Centro Oriente;7181469
22;NO;2015;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;ACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;MASCULINO;3;Regi¢n Centro Oriente;7181469
23;NO;2015;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;ACTIVO;INDAGACI‡N;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;FEMENINO;1;Regi¢n Centro Oriente;7181469
24;NO;2015;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;ACTIVO;INDAGACI‡N;SIN DATO;SI;NO;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;FEMENINO;1;Regi¢n Centro Oriente;7181469
25;NO;2015;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;ACTIVO;INDAGACI‡N;SIN DATO;SI;NO;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;MASCULINO;2;Regi¢n Centro Oriente;7181469
26;NO;2015;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;ACTIVO;INDAGACI‡N;SIN DATO;SI;SI;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;FEMENINO;5;Regi¢n Centro Oriente;7181469
27;NO;2015;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;ACTIVO;INDAGACI‡N;SIN DATO;SI;SI;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;MASCULINO;1;Regi¢n Centro Oriente;7181469
28;NO;2015;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;FEMENINO;1;Regi¢n Centro Oriente;7181469
29;NO;2015;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;INACTIVO;INDAGACI‡N;SIN DATO;SI;NO;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;FEMENINO;1;Regi¢n Centro Oriente;7181469
30;NO;2015;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;INACTIVO;INDAGACI‡N;SIN DATO;SI;SI;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;FEMENINO;5;Regi¢n Centro Oriente;7181469
31;NO;2015;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;INACTIVO;INDAGACI‡N;SIN DATO;SI;SI;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;MASCULINO;2;Regi¢n Centro Oriente;7181469
53;NO;2015;2015;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;SI;NO;SI;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;FEMENINO;1;Regi¢n Centro Oriente;7181469
59;NO;2015;2015;SI;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;INACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;NO;NO;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;FEMENINO;1;Regi¢n Centro Oriente;7181469
60;NO;2015;2015;SI;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;INACTIVO;INDAGACI‡N;SIN DATO;NO;NO;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;FEMENINO;1;Regi¢n Centro Oriente;7181469
77;NO;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;ACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;FEMENINO;1;Regi¢n Centro Oriente;7181469
78;NO;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;ACTIVO;INDAGACI‡N;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;FEMENINO;3;Regi¢n Centro Oriente;7181469
79;NO;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;ACTIVO;INDAGACI‡N;SIN DATO;SI;NO;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;FEMENINO;5;Regi¢n Centro Oriente;7181469
80;NO;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;ACTIVO;INDAGACI‡N;SIN DATO;SI;NO;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;MASCULINO;4;Regi¢n Centro Oriente;7181469
81;NO;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;ACTIVO;INDAGACI‡N;SIN DATO;SI;SI;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;FEMENINO;3;Regi¢n Centro Oriente;7181469
82;NO;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;FEMENINO;2;Regi¢n Centro Oriente;7181469
83;NO;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;ACTIVO;TERMINACI‡N ANTICIPADA;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;FEMENINO;1;Regi¢n Centro Oriente;7181469
84;NO;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;INACTIVO;INDAGACI‡N;ADOLESCENTE 14 - 17;SI;SI;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;FEMENINO;1;Regi¢n Centro Oriente;7181469
85;NO;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;INACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;FEMENINO;1;Regi¢n Centro Oriente;7181469
86;NO;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;INACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;FEMENINO;1;Regi¢n Centro Oriente;7181469
87;NO;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;INACTIVO;INDAGACI‡N;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;FEMENINO;1;Regi¢n Centro Oriente;7181469
88;NO;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;INACTIVO;INDAGACI‡N;SIN DATO;SI;NO;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;FEMENINO;9;Regi¢n Centro Oriente;7181469
89;NO;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;INACTIVO;INDAGACI‡N;SIN DATO;SI;NO;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;MASCULINO;2;Regi¢n Centro Oriente;7181469
90;NO;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;INACTIVO;INDAGACI‡N;SIN DATO;SI;SI;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;FEMENINO;6;Regi¢n Centro Oriente;7181469
155;NO;2016;2016;SI;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;INACTIVO;INDAGACI‡N;SIN DATO;NO;NO;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;FEMENINO;1;Regi¢n Centro Oriente;7181469
156;NO;2016;2016;SI;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;INACTIVO;INDAGACI‡N;SIN DATO;NO;NO;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;MASCULINO;1;Regi¢n Centro Oriente;7181469
157;NO;2016;2016;SI;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;INACTIVO;INDAGACI‡N;SIN DATO;NO;SI;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;FEMENINO;1;Regi¢n Centro Oriente;7181469
158;NO;2016;2016;SI;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;INACTIVO;INDAGACI‡N;SIN DATO;NO;SI;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;MASCULINO;1;Regi¢n Centro Oriente;7181469
161;NO;2017;2016;SI;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTµ, D. C.;INACTIVO;INDAGACI‡N;SIN DATO;NO;NO;NO;Ley 906;BOGOTµ, D.C.;Colombia;NO;DIRECCI‡N SECCIONAL DE BOGOTµ;FEMENINO;1;Regi¢n Centro Oriente;7181469
